address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,CompanyExecutives,totalRevenueInt,encoded_address2,longitude,latitude
"No. 16, 18 & 20, Jalan Pekaka 8/3",Seksyen 8 Kota Damansara,Petaling Jaya,47810,Malaysia,60 3 6157 9563,60 3 6157 0469,https://www.advancecon.com.my,Engineering & Construction,Industrials,"Advancecon Holdings Berhad, together with its subsidiaries, provides earthworks and civil engineering services in Malaysia. The company operates through five segments: Construction and Support Services, Property Investments, Green Energy, Quarry Operations, and Centralised Labour Quarter. It undertakes civil engineering and infrastructure works, including building, road and pavement construction, bridge and jetty construction, pilling, soil investigation, sewerage system, general civil engineering, tower structures, rock blasting, pre-cast concrete installation, and water retaining structure works, as well as earthworks. The company is also involved in the sale of construction materials; hiring of machinery; general construction/daywork activities; provision of other construction support services; and contracted quarry operations. In addition, it invests in properties; hires earth-moving machineries and transportation agent; and workers' dormitory/accommodation services. Further, the company engages in the development and/or operation of renewable energy, solar, and other renewable energy projects. Advancecon Holdings Berhad was incorporated in 1997 and is headquartered in Petaling Jaya, Malaysia.",,,31/12/2023,86400.0,4.0,0.29,0.29,0.285,0.29,0.29,0.29,0.285,0.29,,,15/12/2020,,,0.58,28.5,50000.0,50000.0,228427.0,262720.0,262720.0,0.28,0.29,"RM 163,975,024.00",0.245,0.395,0.36457905,0.2798,0.29365,,,MYR,"RM 347,550,336.00",-0.07625,"RM 249,103,796.00","RM 575,350,976.00",0.574,0.02987,0.311,0.9163987,31/12/2023,31/12/2024,31/12/2023,,"RM -34,292,692.00",-0.06,0.01,,0.773,22.325,KLS,EQUITY,5281.KL,5281.KL,ADVCON,Advancecon Holdings Berhad,11/07/2017,Asia/Kuala_Lumpur,MYT,ea9913c3-38fa-3f9c-bab0-822756a40881,28800000.0,0.285,0.21,0.21,0.21,0.21,5.0,sell,1.0,"RM 41,027,368.00",0.071,"RM 15,567,751.00","RM 224,716,320.00",0.754,1.015,"RM 449,765,344.00",127.567,0.814,-0.025510002,-0.23931,"RM 38,461,068.00","RM 42,824,460.00",,0.009,0.00082,0.03461,-0.31981,MYR,,"Mr. Phum Ang Kia, Group CEO & Executive Director; Mr. Chee Keong Tan, Group Chief Financial Officer; Mr. Kai Hung Tung, Executive Director; Mr. Tiong Kok Lim, Member of Risk Management & Sustainability Committee; Mr. Tong Lang Tan, Company Secretary; Ms. Lee Mee Thien, Company Secretary; Ms. Ven Sin Low, Company Secretary",449765344.0,Seksyen%208%20Kota%20Damansara,,
Symphony House,Jalan PJU 1A/46 Level 8,Petaling Jaya,47301,Malaysia,60 3 7841 8000,,https://www.advancedpack.com.my,Packaging & Containers,Consumer Cyclical,"Greater Bay Holdings Berhad manufactures and distributes flexible packaging materials. It offers single and multi-layers flexible packaging materials in roll and pouch/bag forms. It serves various industries in Malaysia and international markets, such as snack foods, instant noodles, sweets and confectionery, liquid condiments, frozen foods, spices, beverages, milk powder, edible oil, rice, medical/surgical products and pharmaceuticals, and others. The company was incorporated in 2022 and is based in Petaling Jaya, Malaysia.",,,31/12/2023,86400.0,4.0,0.65,0.63,0.63,0.65,0.65,0.63,0.63,0.65,,,27/06/2019,,4.59,0.022,,3300.0,3300.0,14420.0,18760.0,18760.0,0.64,0.65,"RM 52,880,816.00",0.62,0.7,2.0491397,0.6346,0.64565,,,MYR,"RM 64,973,132.00",-0.067,"RM 14,618,705.00","RM 81,355,104.00",0.81628,,0.351,1.8518517,31/12/2023,31/12/2024,31/12/2023,,"RM -1,729,130.00",0.01,,,2.518,1374.133,KLS,EQUITY,9148.KL,9148.KL,GBAY,Greater Bay Holdings Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,d168ac64-98b5-30bb-a7c4-b27f451b5de1,28800000.0,0.65,,,,,,none,,"RM 2,103,583.00",0.026,"RM 47,283.00","RM 14,195,877.00",1.277,1.877,"RM 25,806,350.00",49.72,0.317,-0.01714,-0.05969,"RM -2,964,054.00","RM 332,466.00",,0.085,0.39005002,0.00183,-0.17045,MYR,,"Mr. Ee Kong  Ling, MD & Executive Director; Mr. Yew Chung  Ling, Executive Director; Mr. Zhi Hoe Yip, General Manager of Group Finance & Administration; Mr. Yew Han Ling, General Manager of Group Corporate Strategy & Investments; Ms. Mee Ling Chen, Senior Manager of Sales & Business Development; Ms. Shiak Wan Leong, Joint Company Secretary; Ms. Zuriati  Binti Yaacob, Joint Company Secretary; Mr. Ee Yeong Teoh, General Manager of Operations of Advanced Packaging Technology (M) Bhd",25806350.0,Jalan%20PJU%201A/46%20Level%208,,
"No. 21, Jalan Tandang 51/205A",Seksyen 51,Petaling Jaya,46050,Malaysia,60 3 9213 0520,60 3 7772 9821,https://www.adventa.com.my,Medical Instruments & Supplies,Healthcare,"Adventa Berhad, an investment holding company, supply of healthcare and related products and services to hospitals, healthcare centers, and pharmacies in Malaysia, Sri Lanka, Indonesia, and internationally. The company distributes medical and healthcare equipment and appliances; and medical disposal products, including personal protective equipment. It also offers storage and warehousing; and online healthcare services. Adventa Berhad was incorporated in 2003 and is based in Petaling Jaya, Malaysia.",,,31/12/2023,86400.0,4.0,0.375,0.385,0.375,0.4,0.375,0.385,0.375,0.4,,,14/01/2020,,3.07,,,3947900.0,3947900.0,1828496.0,8152550.0,8152550.0,0.38,0.38,"RM 116,117,360.00",0.265,0.522857,3.1339614,0.2934,0.32987484,,,MYR,"RM 99,594,496.00",-0.21450001,"RM 156,733,990.00","RM 305,572,000.00",0.48773998,,0.303,1.2541254,31/12/2023,31/12/2024,31/03/2024,,"RM -7,947,322.00",-0.05,,,2.688,-11.777,KLS,EQUITY,7191.KL,7191.KL,ADVENTA,Adventa Berhad,29/06/2004,Asia/Kuala_Lumpur,MYT,4cdda741-4d31-360a-92ae-2b21a43ee8e1,28800000.0,0.38,,,,,,none,,"RM 15,812,000.00",0.052,"RM -8,456,692.00","RM 789,000.00",4.257,5.602,"RM 37,051,304.00",0.852,0.178,-0.060939997,-0.10318,"RM -2,502,433.00","RM 4,189,353.00",,-0.018,0.09802,-0.22824,0.03466,MYR,,"Ms. Siew Leng Kwek, Executive Director; Mr. Chin Guan Low, Executive Director; Kwee Lee  Tan, Human Resource Manager; Madam Siew Chuan Chua FCIS, MAICSA, Joint Company Secretary; Mr. Lih Chau Lim, Company Secretary",37051304.0,Seksyen%2051,,
Jalan PKNK 1/4,Plot 19-7 Kawasan Perindustrian Sungai Petani Taman Ria Jaya,Sungai Petani,08000,Malaysia,60 4 444 6538,60 4 444 6540,https://www.amallionpcb.com/en/About-AE-Multi-Holdings-Berhad.php,Electronic Components,Technology,"AE Multi Holdings Berhad, an investment holding company, manufactures and sells printed circuit boards (PCBs) and related products in Malaysia, Thailand, and The United States. It operates through Manufacturing, General Construction, and Glove Manufacturing Solutions Business segments. The company is also involved in sourcing and reselling of the PCB and related products, and electronic and telecommunication components, as well as provision of technical services; provision of project management services; real property, housing development, and buildings construction activities. In addition, it engages in the engineering, procurement, construction, and commission on a turnkey basis of glove production line; manufacturing of cartridge ink and related products; and provision of glove supplementary services. AE Multi Holdings Berhad was founded in 1990 and is based in Sungai Petani, Malaysia.",,,31/12/2023,86400.0,4.0,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,,,26/08/2004,,,,,59000.0,59000.0,369537.0,257750.0,257750.0,0.145,0.15,"RM 31,370,750.00",0.1,0.25,0.45868364,0.136,0.137925,,,MYR,"RM 67,271,512.00",-0.13652,"RM 241,760,692.00","RM 216,350,000.00",0.56001997,,0.183,0.7923497,31/03/2023,31/03/2024,31/03/2021,,"RM -9,337,000.00",-0.09,,,0.984,-61.365,KLS,EQUITY,7146.KL,7146.KL,AEM,AE Multi Holdings Berhad,16/07/2002,Asia/Kuala_Lumpur,MYT,04195eb8-1d41-3ba8-bc68-37ce53a2c1f9,28800000.0,0.145,,,,,,none,,"RM 39,062,000.00",0.093,"RM -1,096,250.00","RM 45,638,000.00",0.902,1.196,"RM 68,393,000.00",59.563,0.167,-0.02779,-0.13921,"RM 4,307,750.00","RM -6,026,000.00",,-0.017,0.01043,-0.01603,-0.33518,MYR,,"Mr. Chao-Tung  Yang, MD, CEO & Executive Director; Mr. Siew Wei Mak, Executive Director; Mr. Sing Hoan Chou, Financial Controller; Mr. Chueh-Kuang  Yang, Chief Operating Officer; Ms. Lay Hoon Oon, Administration Manager; Koon Ling Tang, Company Secretary; Yuet Chyn Wong, Company Secretary",68393000.0,Plot%2019-7%20Kawasan%20Perindustrian%20Sungai%20Petani%20Taman%20Ria%20Jaya,,
"No.25, Jalan Sultan Azlan Shah",Zon Perindustrian Bayan Lepas Phase 1,Bayan Lepas,11900,Malaysia,60 4 684 6000,60 4 646 6799,https://www.aemulus.com,Semiconductor Equipment & Materials,Technology,"Aemulus Holdings Berhad, an investment holding company, designs and develops automated test equipment, and test and measurement instruments. The company provides design consultancy and test-related services. It operates in Malaysia, Singapore, China, the United States, Korea, Taiwan, and internationally. Aemulus Holdings Berhad was founded in 2004 and is based in Bayan Lepas, Malaysia.",,,31/12/2023,86400.0,4.0,0.345,0.345,0.345,0.365,0.345,0.345,0.345,0.365,,,04/12/2018,,,1.472,,7774600.0,7774600.0,4083328.0,5863450.0,5863450.0,0.365,0.365,"RM 244,339,760.00",0.235,0.405,11.061511,0.3524,0.320875,,,MYR,"RM 246,324,448.00",-2.4197302,"RM 407,956,892.00","RM 669,424,000.00",0.38819,0.15991001,0.197,1.8527919,30/09/2023,30/09/2024,31/12/2023,,"RM -53,449,936.00",-0.08,,,11.151,-6.942,KLS,EQUITY,0181.KL,0181.KL,AEMULUS,Aemulus Holdings Berhad,15/09/2015,Asia/Kuala_Lumpur,MYT,b81c46ae-dc63-3524-bf0d-cb1d3b242843,28800000.0,0.365,,,,,4.0,underperform,,"RM 23,544,000.00",0.035,"RM -35,482,464.00","RM 35,345,000.00",2.459,3.814,"RM 22,089,184.00",26.797,0.033,-0.1178,-0.33773,"RM -2,510,202.00","RM -12,598,047.00",,-0.306,0.53787,-1.6063299,-0.37032002,MYR,,"Mr. Sang Beng Ng, CEO & Executive Director; Mr. Chin Wah Ng, Chief Financial Officer; Mr. Shee Kian Wong, Chief Technology Officer; Mr. Tan E. Chiang, Vice President of Product, Sales & Marketing; Mr. Shin Fei Moy, Chief Architect of Software & Data Science; Ms. She Chia  Tan, Joint Company Secretary; Mr. Wai Hong  Chee, Joint Company Secretary",22089184.0,Zon%20Perindustrian%20Bayan%20Lepas%20Phase%201,,
AEON Taman Maluri Shopping Centre,"3rd Floor Jalan Jejaka, Taman Maluri Cheras",Kuala Lumpur,55100,Malaysia,60 3 9207 2005,60 3 9207 2006,https://aeongroupmalaysia.com,Department Stores,Consumer Cyclical,"Aeon Co. (M) Bhd. operates and manages a retail chain of departmental stores, supermarkets, and other merchandise primarily in Malaysia. The company operates in two segments, Retailing and Property Management Services. It sells clothing, food, pharmaceuticals, and household products, as well as other merchandise. The company also operates shopping centers, pharmacies, shopping malls, and flat-price stores. In addition, it offers financial and credit services; and property management services to malls. Further, the company operates myAEON2go, an e-commerce platform; and foodpanda app for instant delivery services. It operates general merchandise stores, shopping malls, MaxValu Prime supermarkets, wellness stores, and Daiso flat price outlets; and offers athleisure under the Inner Casual (iC) brand and home fashion products under the HÓME CÓORDY brand. The company was formerly known as Jaya Jusco Stores Bhd. and changed its name to Aeon Co. (M) Bhd. in September 2004. Aeon Co. (M) Bhd. was incorporated in 1984 and is headquartered in Kuala Lumpur, Malaysia. Aeon Co. (M) Bhd. is a subsidiary of Aeon Co., Ltd.",9868.0,,31/12/2023,86400.0,4.0,1.4,1.41,1.39,1.46,1.4,1.41,1.39,1.46,0.04,0.033099998,05/06/2024,0.48900002,2.82,0.407,,9059500.0,9059500.0,2773437.0,10082220.0,10082220.0,1.61,1.4,"RM 1,979,639,936.00",1.02,1.47,0.47944337,1.1322,1.1159,0.04,0.028571429,MYR,"RM 3,628,869,888.00",0.02781,"RM 664,260,480.00","RM 1,404,000,000.00",0.52688,0.33742002,1.324,1.0649546,31/12/2023,31/12/2024,31/12/2023,0.309,"RM 114,832,000.00",0.08,,,0.879,6.362,KLS,EQUITY,6599.KL,6599.KL,AEON,Aeon Co. (M) Bhd.,03/01/2000,Asia/Kuala_Lumpur,MYT,40e9cbc2-b2f7-3512-944d-c3e56aa0557c,28800000.0,1.41,1.74,1.21,1.47,1.55,2.0,buy,9.0,"RM 99,829,000.00",0.071,"RM 570,363,008.00","RM 2,043,899,008.00",0.139,0.513,"RM 4,129,038,080.00",109.945,2.941,0.036459997,0.062649995,"RM 176,810,256.00","RM 629,920,000.00",0.309,-0.027,0.42301998,0.13813,0.09523,MYR,,"Mr. Tsugutoshi  Seko, Deputy MD, Chief Governance Officer & Executive Director; Mr. Naoya  Okada, Executive MD & Executive Director; Ms. Ai Lee Tan, Chief Financial Officer; Ms. Ting Yin Ling, General Manager of Finance & Accounting; Mr. Djoni  Herlambang, Chief Technology Officer; Ms. Carmen  Fong, IR Manager; Mr. Ng Wei Chyun, General Manager of Legal; Madam Ngai Yuen Low, Chief Merchandising & Marketing Officer; Dr. Kasuma  Satria Mat Jadi, Chief Human Resources Officer; Ms. Suan Imm Lim, Acting Co-Chief Operating Officer of Retail",4129038080.0,3rd%20Floor%20Jalan%20Jejaka%2C%20Taman%20Maluri%20Cheras,,
UOA Corporate Tower Avenue 10,"Level 18 The Vertical, Bangsar South City No. 8, Jalan Kerinchi",Kuala Lumpur,59200,Malaysia,60 3 2772 9000,60 3 2711 4110,https://www.aeoncredit.com.my,Credit Services,Financial Services,"AEON Credit Service (M) Berhad offers consumer financial services in Malaysia. The company provides easy payment and personal financing schemes based on Islamic principles; and issues payment cards under the Visa and MasterCard brand names. It also offers credit and prepaid cards; AEON Wallet app; hire purchase financing for motor vehicles; insurance brokerage; motorcycle, auto, SME, and objective financing; and other related services. It operates through a network of cash deposit machines and e-money kiosks, as well as through various branches. The company was incorporated in 1996 and is headquartered in Kuala Lumpur, Malaysia. AEON Credit Service (M) Berhad is a subsidiary of AEON Financial Service Co., Ltd.",,,31/12/2023,86400.0,2.0,7.18,7.2,7.19,7.38,7.18,7.2,7.19,7.38,0.28,0.039300002,04/07/2024,0.3238,3.35,0.613,,324600.0,324600.0,394844.0,367580.0,367580.0,7.36,7.13,"RM 3,753,020,160.00",5.5,7.39,2.2821982,6.7052,6.04995,0.283,0.039415043,MYR,"RM 12,777,011,200.00",0.25784,"RM 183,647,928.00","RM 510,615,008.00",0.64950997,0.19643,5.166,1.4227642,29/02/2024,28/02/2025,29/02/2024,0.247,"RM 414,020,992.00",0.76,,,7.77,,KLS,EQUITY,5139.KL,5139.KL,AEONCR,AEON Credit Service (M) Berhad,12/12/2007,Asia/Kuala_Lumpur,MYT,ce4ce79c-c9ee-3d9e-a2b2-4452fa535c1e,28800000.0,7.35,9.4,6.5,7.99,7.92,2.0,buy,6.0,"RM 392,705,984.00",0.769,,"RM 9,503,499,264.00",3.584,3.618,"RM 1,644,476,032.00",360.304,3.221,0.03573,0.16427,,"RM -654,214,016.00",0.263,-0.278,0.27351,,0.78315,MYR,,"Mr. Daisuke  Maeda, MD & Executive Director; Ms. Tyan Jen Lee, COO, Head of Marketing, Business Development Division and IT Division & Executive Director; Ms. Siew Tee Lee, CFO & Head of Corporate Management Division; Mr. Clarence  Chai, Head of Regional Business Division; Mr. Kit Seong Lee, Chief Corporate Officer & Head of Corporate Planning and Strategy Division; Mr. Ajith  ., Chief Transformation Officer & Head of Digital Bank Project; Mr. Chee Chong Phang CFE, CIA, CISA, CRISC, CRMA, Head of Internal Audit Group & GM; Mr. Kean Wooi Tan, Head of Credit Operation Division; Mr. Faizul Bin Hamzah, Chief Risk Officer & Head of Sustainability and Risk Management Division; Mr. Katsushi  Iwamoto, Chief Credit Officer & Head of Credit Operation Division",1644476032.0,Level%2018%20The%20Vertical%2C%20Bangsar%20South%20City%20No.%208%2C%20Jalan%20Kerinchi,,
Menara AFFIN,Level 19 Lingkaran TRX Tun Razak Exchange,Kuala Lumpur,55188,Malaysia,60 3 2302 1000,60 3 2026 1415,https://www.affinbank.com.my,Banks—Regional,Financial Services,"AFFIN Bank Berhad, a financial holding company, provides various banking services in Malaysia. The company operates through Commercial Banking, Investment Banking, Insurance, and Others segments. The Commercial Banking segment offers savings and fixed deposits, remittance services, current accounts, vehicle loans/financing, hire purchase, housing loans/financing, overdrafts/cashlines and personal loans/financing, credit cards, unit trusts, and bancassurance/bancatakaful products; financial products and services for corporates, public sector, and small and medium enterprises, including long-term loans/financing, project and equipment financing, overdrafts and trade financing, and other fee-based services, as well as Islamic banking services. The Investment Banking segment offers advisory services and structuring of private debt securities; corporate finance and advisory services for corporate listings; mergers and acquisitions services; capital raising services through the issue of equity and debt instruments; and corporate and debt restructuring exercises. This segment also provides structured lending solutions for corporate finance and capital market activities, as well as access to various funds and capital market investment products to corporate, institutional, and individual investors; stock-broking services, including institutional and retail stock-broking services for securities listed on local and foreign stock exchanges; and investment management and research services. The Insurance segment underwrites various classes of general and life insurance. The Others segment offers money-broking and other related financial services. It also provides property management, share nominee, and trustee services. AFFIN Bank Berhad was incorporated in 1975 and is headquartered in Kuala Lumpur, Malaysia.",5485.0,,31/12/2023,86400.0,4.0,2.52,2.52,2.51,2.55,2.52,2.52,2.51,2.55,0.06,0.0229,10/05/2024,0.4491,3.05,0.36,9.807693,1341500.0,1341500.0,2028849.0,1138930.0,1138930.0,2.55,2.35,"RM 5,983,549,440.00",1.79,2.7,3.1314728,2.5108,2.25215,0.058,0.023015872,MYR,"RM 11,142,981,632.00",0.21049,"RM 1,157,992,019.00","RM 2,346,490,112.00",0.45471,0.41161,4.734,0.5386565,31/12/2023,31/12/2024,31/12/2023,1.387,"RM 402,191,008.00",0.17,0.26,1.98,5.832,,KLS,EQUITY,5185.KL,5185.KL,AFFIN,AFFIN Bank Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,3ecc91fa-c201-3138-9f86-7d71ff2e0755,28800000.0,2.55,2.8,1.65,2.18,2.25,3.9,underperform,9.0,"RM 7,560,126,976.00",3.222,,"RM 12,789,957,632.00",,,"RM 1,910,777,984.00",,0.828,0.00412,0.037,,"RM -10,033,228,800.00",1.252,0.198,,,0.16591999,MYR,,"Mr. Wan Razly Abdullah Bin Wan Ali, President & Group CEO; Ms. Joanne May Rodrigues, Group Chief Financial Officer; Mr. Risham Akashah Bin Kamaruzaman, Group Chief Operating Officer; Ms. Nimma Safira Binti Khalid, Group Chief Legal Officer & Company Secretary; Ms. Adzamimah Binti Adzmi, Group Chief Compliance Officer; Raja Emylia Raja Lope Ahmad, Head of Corporate Communications; Mr. Mohd Syukri Bin Ahmad Sudari, Group Chief People Officer; Mr. Emmanuel Jean Louis Nivet, Country Head of AXA Malaysia; Ms. Norhazlizawati  Binti Mohd Razali, Group Chief Credit Officer; Ms. Wahdania  Binti Mohd Khir, Group Chief Internal Auditor",1910777984.0,Level%2019%20Lingkaran%20TRX%20Tun%20Razak%20Exchange,,
No. 1-8 MKH Boulevard,Jalan Bukit,Kajang,43000,Malaysia,60 1 7557 1320,,https://agesonberhad.com,Engineering & Construction,Industrials,"Ageson Berhad, an investment holding company, engages in the mineral resources trading; property development; and engineering, procurement, construction, and commissioning (EPCC) activities in Malaysia. It operates through three segments: Construction, Property Development, and Others. The company's construction projects include residential and commercial properties comprising landed properties, high-rise properties, transportation hubs, and infrastructure works. It also offers information technology systems software and solutions; information technology software, hardware, and accessories; software customization, IT, and data analysis services; and develops properties from land acquisition to handover of completed property units to purchasers. In addition, the company is involved in the trading of construction raw materials; manufacturing and assembling of industrial base systems and various kinds of products, as well as acts as commission agents; wholesale of a variety of goods; E-commerce, business, and general trading activities; and trading of sugar, paddy, general merchandise, and Information of Things (IOT) vending machines. Further, it acts as traders, importers, exporters, and wholesalers; sells various products through vending machines; act as marketers, agents, and distributors of vending machines; provides a platform for customer loyalty reward program and membership management, as well as to transact any business concerns. The company was formerly known as Prinsiptek Corporation Berhad and changed its name to Ageson Berhad in November 2019. Ageson Berhad was incorporated in 2002 and is based in Kajang, Malaysia.",,,,86400.0,4.0,0.075,0.07,0.07,0.075,0.075,0.07,0.07,0.075,,,21/07/2008,,,1.817,,140300.0,140300.0,1240998.0,1790470.0,1790470.0,0.075,0.08,"RM 23,374,876.00",0.03,0.085,0.072181016,0.0708,0.0563,,,MYR,"RM 65,002,724.00",-0.27865,"RM 197,958,988.00","RM 311,664,992.00",0.38224,,0.189,0.39682543,31/12/2022,31/12/2023,31/12/2023,,"RM -90,238,408.00",0.26,,,0.201,-1.145,KLS,EQUITY,7145.KL,7145.KL,AGES,Ageson Berhad,03/01/2000,Asia/Kuala_Lumpur,MYT,e53f172d-c089-352b-867e-403d93338c90,28800000.0,0.075,,,,,,none,,"RM 28,060,000.00",0.09,"RM -56,761,896.00","RM 33,048,000.00",0.857,0.898,"RM 323,836,896.00",27.972,0.387,-0.15720999,-0.50347,"RM -194,412,160.00","RM 68,068,680.00",,,0.21609,-0.17528,0.21326,MYR,,"Mr. You King Wong, Executive Director; Mr. Tong Lang Tan, Company Secretary",323836896.0,Jalan%20Bukit,,
MYEG Tower,"Level 38 Empire City Damansara, Jalan PJU 8",Petaling Jaya,47820,Malaysia,60 3 7664 8515,,https://www.agmo.group,Software—Application,Technology,"Agmo Holdings Berhad, an investment holdings company, develops mobile and web applications in Malaysia, Hong Kong, Singapore, Sri Lanka, Cambodia, Vietnam, the People's Republic of China, the United Kingdom, Germany and internationally. It operates through four segments: Development of Bespoke Digital Solutions; Provision of Digital Platform-Based Services; Provision of Subscription, Hosting, and Technical Support and Maintenance Services; and Provision of Training and Development Services. The company provides digital platform-based services, such as Vote2U, a remote participation and voting platform; Agmo health, an online health consultation and prescription application; Agmo Electric Vehicle dashboard; and Agmo EV SuperApp. It offers hosting and subscription services to customers under several third-party cloud computing platforms; technical support services, which comprise of troubleshooting and rectification of faults and issues; and adaptive, corrective, and preventive maintenance services. In addition, the company offers training courses on various subjects, such as technology, AI, and data science, blockchain, chatbot, user experience, user interface, mobile programming, and web programming. It serves healthcare, logistics, oil and gas, automotive, financial services, government agencies, public listed companies, restaurants, pharmacies, and retailers. Agmo Holdings Berhad was incorporated in 2017 and is based in Petaling Jaya, Malaysia.",,,31/12/2023,86400.0,4.0,0.555,0.56,0.555,0.57,0.555,0.56,0.555,0.57,,,,,,,,3498500.0,3498500.0,1361081.0,2348550.0,2348550.0,0.565,0.56,"RM 183,624,992.00",0.44,0.655,5.753277,0.4997,0.544225,,,MYR,"RM 147,701,392.00",0.18075001,"RM 170,589,250.00","RM 325,000,000.00",0.54871,0.010980001,0.136,4.1544113,31/03/2023,31/03/2024,31/12/2023,-0.426,"RM 5,769,067.00",0.02,,,4.628,23.004,KLS,EQUITY,0258.KL,0258.KL,AGMO,Agmo Holdings Berhad,18/08/2022,Asia/Kuala_Lumpur,MYT,cfaef5cc-0c9c-3490-aa8d-8e43ef77628e,28800000.0,0.565,,,,,1.0,strong_buy,,"RM 34,495,408.00",0.106,"RM 6,420,756.00","RM 1,476,816.00",8.036,8.036,"RM 31,916,592.00",3.312,0.098,,,,"RM 6,332,220.00",-0.422,0.197,0.35624,0.20117001,0.13312,MYR,,"Dr. Aik Keong Tan, Non-Independent Executive Director & CEO; Mr. Kang Wen Low, Non-Independent Executive Director & COO; Ms. Yoke Wah Wong, Head of Finance; Mr. Chin Seng Tham, Chief Technology Officer; Mr. Tong Lang Tan, Company Secretary; Ms. Ven Sin Low, Company Secretary",31916592.0,Level%2038%20Empire%20City%20Damansara%2C%20Jalan%20PJU%208,,
